File_Name,Label,Stage
Tomato_Yellow_Leaf_Curl_Virus/image (1226).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4506).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1300).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3120).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2492).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (551).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4341).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (645).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (756).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4996).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2838).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2306).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (2631).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (3339).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (972).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1492).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (648).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (790).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3854).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1345).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3524).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4208).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2878).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2564).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (264).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (3106).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4543).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1409).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (563).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (451).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5309).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (4157).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2593).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (896).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4302).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4400).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3393).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1331).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (989).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (3123).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (746).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (247).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1556).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (634).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3815).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3973).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (37).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4578).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1909).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4788).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3185).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (587).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1278).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (3201).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (183).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (949).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (234).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2029).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3736).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1071).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3634).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1711).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (270).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1890).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2649).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3695).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2570).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1669).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (1833).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3048).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2465).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (834).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2203).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (855).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (403).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (1184).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4708).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (145).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (33).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1927).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4950).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2342).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (2408).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2562).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4022).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3606).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1019).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1224).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (3970).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (121).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4058).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1567).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (8).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4079).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2690).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4807).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1259).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (4288).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (4244).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (116).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (573).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (4092).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5313).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5275).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (237).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5357).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3586).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1274).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1859).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3267).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5294).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4616).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (777).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1725).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1086).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1283).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4405).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4958).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (946).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4315).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4860).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4201).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (5153).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2434).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (693).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2755).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (809).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2936).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (997).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (1945).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2463).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (924).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1842).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4871).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4012).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1484).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4565).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (2843).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (331).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (498).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2607).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3614).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (1849).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (396).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4847).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1656).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3488).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3479).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (4658).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2590).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (365).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1433).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5058).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1160).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (905).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3361).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4937).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5300).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1424).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (305).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2071).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5141).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (4260).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (3455).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3549).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3317).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (461).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (532).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4076).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1649).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (88).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1993).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3887).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1686).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3838).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2780).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2188).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5264).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (1563).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2504).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3006).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3391).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (223).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3087).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3299).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (1906).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (3816).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3327).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2466).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (80).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3039).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (2532).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1149).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (4964).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3038).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2943).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2525).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2839).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (615).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1641).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1705).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3893).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4374).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3378).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3310).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4552).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (4368).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5356).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3124).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3808).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2084).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (2718).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (4836).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2385).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (527).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4382).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3603).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3343).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3129).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4416).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3009).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (5032).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1943).JPG,Tomato_Yellow_Leaf_Curl_Virus,valid
Tomato_Yellow_Leaf_Curl_Virus/image (4509).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4080).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1692).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (992).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4323).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4501).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (3426).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3649).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1683).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2698).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4385).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2003).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (4188).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (2130).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (2250).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1243).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (164).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (865).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (3122).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1850).JPG,Tomato_Yellow_Leaf_Curl_Virus,test
Tomato_Yellow_Leaf_Curl_Virus/image (489).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (359).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
Tomato_Yellow_Leaf_Curl_Virus/image (1939).JPG,Tomato_Yellow_Leaf_Curl_Virus,train
